Name,Public_Display_Name__c,Public_Search_Keywords__c,Publicly_Listed__c,Supports_Enrollment__c,Enrollment_URL__c,Institution_Status__c,Logo_URL__c,Logo_ContentVersionId__c,Website
"Centra Credit Union","Centra Credit Union","Centra Credit Union Zelle 22X C","true","true","https://www.centra.org/","Active","https://enroll.zellepay.com/logos/zellepay/22X.png","","https://www.centra.org/"
"Central Bank","Central Bank","Central Bank Zelle 0CY C","true","true","https://secure.centralbank.net/login/login/Login.jsp?zelle-login=true","Active","https://enroll.zellepay.com/logos/zellepay/0CY.png","","https://secure.centralbank.net/login/login/Login.jsp?zelle-login=true"
"Central Bank (UT)","Central Bank (UT)","Central Bank (UT) Zelle 37B C","true","true","https://cbutah.com/zelle/","Active","https://enroll.zellepay.com/logos/zellepay/37B.png","","https://cbutah.com/zelle/"
"Central Bank Houston","Central Bank Houston","Central Bank Houston Zelle 0TG C","true","true","https://www.cbhou.com/ebanking/zelle","Active","https://enroll.zellepay.com/logos/zellepay/0TG.png","","https://www.cbhou.com/ebanking/zelle"
"CENTRAL BANK IA","CENTRAL BANK IA","CENTRAL BANK IA Zelle 3KL C","true","true","https://www.mycentral.bank/personal/online-and-mobile-banking/zelle","Active","https://enroll.zellepay.com/logos/zellepay/3KL.png","","https://www.mycentral.bank/personal/online-and-mobile-banking/zelle"
"Central Bank KY","Central Bank KY","Central Bank KY Zelle 29R C","true","true","https://www.centralbank.com/zelle","Active","https://enroll.zellepay.com/logos/zellepay/29R.png","","https://www.centralbank.com/zelle"
"Central CU of Illinois","Central CU of Illinois","Central CU of Illinois Zelle 3NU C","true","true","https://www.centralcu.org/spend-save/zelle.html","Active","https://enroll.zellepay.com/logos/zellepay/3NU.png","","https://www.centralcu.org/spend-save/zelle.html"
"Central Federal Savings","Central Federal Savings","Central Federal Savings Zelle 2J3 C","true","true","https://centralfederalsavings.com/Zelle","Active","https://enroll.zellepay.com/logos/zellepay/2J3.png","","https://centralfederalsavings.com/Zelle"
"Central Keystone FCU","Central Keystone FCU","Central Keystone FCU Zelle 2MV C","true","true","https://www.ckfcu.org/zelle.php","Active","https://enroll.zellepay.com/logos/zellepay/2MV.png","","https://www.ckfcu.org/zelle.php"
"Central Pacific Bank","Central Pacific Bank","Central Pacific Bank Zelle 24I C","true","true","https://www.cpb.bank/","Active","https://enroll.zellepay.com/logos/zellepay/24I.png","","https://www.cpb.bank/"
"Central State Credit Union","Central State Credit Union","Central State Credit Union Zelle 0VR C","true","true","https://centralstatecu.org/zelle","Active","https://enroll.zellepay.com/logos/zellepay/0VR.png","","https://centralstatecu.org/zelle"
"Central Valley Firefighters CU","Central Valley Firefighters CU","Central Valley Firefighters CU Zelle 3DC C","true","true","https://cvfirecu.org/zelle-2/","Active","https://enroll.zellepay.com/logos/zellepay/3DC.png","","https://cvfirecu.org/zelle-2/"
"Central Virginia FCU","Central Virginia FCU","Central Virginia FCU Zelle 3HJ C","true","true","https://www.cvfcu.com/personal/zelle","Active","https://enroll.zellepay.com/logos/zellepay/3HJ.png","","https://www.cvfcu.com/personal/zelle"
"Centreville Bank","Centreville Bank","Centreville Bank Zelle 24S C","true","true","https://www.centrevillebank.com/Personal/Online-Mobile/Payments-Transfers/Zelle","Active","https://enroll.zellepay.com/logos/zellepay/24S.png","","https://www.centrevillebank.com/Personal/Online-Mobile/Payments-Transfers/Zelle"
"Centric Federal Credit Union","Centric Federal Credit Union","Centric Federal Credit Union Zelle JN6 C","true","true","https://www.mycentric.org/zelle","Active","https://enroll.zellepay.com/logos/zellepay/JN6.png","","https://www.mycentric.org/zelle"
"Centricity Credit Union","Centricity Credit Union","Centricity Credit Union Zelle 2LW C","true","true","https://centricity.org/zelle/","Active","https://enroll.zellepay.com/logos/zellepay/2LW.png","","https://centricity.org/zelle/"
"Century Bank (NM)","Century Bank (NM)","Century Bank (NM) Zelle JGX C","true","true","https://www.paymentsemails.com/ZelleOverview?jhid=36586&showVideo=1","Active","https://enroll.zellepay.com/logos/zellepay/JGX.png","","https://www.paymentsemails.com/ZelleOverview?jhid=36586&showVideo=1"
"Century Bank of Kentucky","Century Bank of Kentucky","Century Bank of Kentucky Zelle JQT C","true","true","https://www.centurybankky.com/zelle/","Active","https://enroll.zellepay.com/logos/zellepay/JQT.png","","https://www.centurybankky.com/zelle/"
"Century Bank of the Ozarks","Century Bank of the Ozarks","Century Bank of the Ozarks Zelle 32W C","true","true","https://www.cbozarks.com/zelle/","Active","https://enroll.zellepay.com/logos/zellepay/32W.png","","https://www.cbozarks.com/zelle/"
"Century Federal Credit Union","Century Federal Credit Union","Century Federal Credit Union Zelle JLP C","true","true","https://www.cenfedcu.org/landing/zelle","Active","https://enroll.zellepay.com/logos/zellepay/JLP.png","","https://www.cenfedcu.org/landing/zelle"
"Certified Federal Credit Union","Certified Federal Credit Union","Certified Federal Credit Union Zelle 0TX C","true","true","https://www.certifiedfed.com/zelle","Active","https://enroll.zellepay.com/logos/zellepay/0TX.png","","https://www.certifiedfed.com/zelle"
"CFBank","CFBank","CFBank Zelle 0P0 C","true","true","https://cf.bank/zelle/","Active","https://enroll.zellepay.com/logos/zellepay/0P0.png","","https://cf.bank/zelle/"
"CFG Bank","CFG Bank","CFG Bank Zelle JMY C","true","true","https://thecfgbank.com/personal-banking-solutions/online-mobile-banking/zelle","Active","https://enroll.zellepay.com/logos/zellepay/JMY.png","","https://thecfgbank.com/personal-banking-solutions/online-mobile-banking/zelle"
"cfsbank","cfsbank","cfsbank Zelle 24R C","true","true","https://cfsbank.bank/zelle/","Active","https://enroll.zellepay.com/api/v1/ecm/sites/ecm/files/logos/override_uploads/24R-zellepay.png","","https://cfsbank.bank/zelle/"
"Chaffey Federal Credit Union","Chaffey Federal Credit Union","Chaffey Federal Credit Union Zelle J5H C","true","true","https://www.paymentsemails.com/ZelleOverview?MyFITool&jhID=5143&showVideo=1","Active","https://enroll.zellepay.com/logos/zellepay/J5H.png","","https://www.paymentsemails.com/ZelleOverview?MyFITool&jhID=5143&showVideo=1"
"Chain Bridge Bank NA","Chain Bridge Bank NA","Chain Bridge Bank NA Zelle J0E C","true","true","https://zelle.jhapaycenter.com/J0E.html","Active","https://enroll.zellepay.com/logos/zellepay/J0E.png","","https://zelle.jhapaycenter.com/J0E.html"
"Champion Credit Union, Inc","Champion Credit Union, Inc","Champion Credit Union, Inc Zelle 2P8 C","true","true","https://www.championcu.org/zelle","Active","https://enroll.zellepay.com/logos/zellepay/2P8.png","","https://www.championcu.org/zelle"
"Champlain National Bank","Champlain National Bank","Champlain National Bank Zelle JJF C","true","true","https://www.champlainbank.com/zelle","Active","https://enroll.zellepay.com/logos/zellepay/JJF.png","","https://www.champlainbank.com/zelle"
"Charles Schwab Bank","Charles Schwab Bank","Charles Schwab Bank Zelle 2HY C","true","true","https://www.schwab.com/checking/Zelle","Active","https://enroll.zellepay.com/logos/zellepay/2HY.png","","https://www.schwab.com/checking/Zelle"
"Chase Bank","Chase Bank","Chase Bank Zelle CHS C","true","true","https://www.chase.com/personal/zelle/receive","Active","https://enroll.zellepay.com/logos/zellepay/CHS.png","","https://www.chase.com/personal/zelle/receive"
"Chelsea Groton Bank","Chelsea Groton Bank","Chelsea Groton Bank Zelle 3PH C","true","true","https://chelseagroton.com/zelle/","Active","https://enroll.zellepay.com/logos/zellepay/3PH.png","","https://chelseagroton.com/zelle/"
"Chelsea State Bank","Chelsea State Bank","Chelsea State Bank Zelle JMG C","true","true","https://www.chelseastate.bank/zelle.html","Active","https://enroll.zellepay.com/logos/zellepay/JMG.png","","https://www.chelseastate.bank/zelle.html"
"Chemung Canal/Capital Bank","Chemung Canal/Capital Bank","Chemung Canal/Capital Bank Zelle 28T C","true","true","https://www.chemungcanal.com/","Active","https://enroll.zellepay.com/logos/zellepay/28T.png","","https://www.chemungcanal.com/"
"Chesapeake Bank","Chesapeake Bank","Chesapeake Bank Zelle JG0 C","true","true","https://zelle.jhapaycenter.com/JG0.html","Active","https://enroll.zellepay.com/logos/zellepay/JG0.png","","https://zelle.jhapaycenter.com/JG0.html"
"Chesapeake Bank Trust","Chesapeake Bank Trust","Chesapeake Bank Trust Zelle 3GU C","true","true","https://www.chesapeaketrust.com/zelle/","Active","https://enroll.zellepay.com/logos/zellepay/3GU.png","","https://www.chesapeaketrust.com/zelle/"
"Chevron Federal Credit Union","Chevron Federal Credit Union","Chevron Federal Credit Union Zelle J31 C","true","true","https://zelle.jhapaycenter.com/J31.html","Active","https://enroll.zellepay.com/logos/zellepay/J31.png","","https://zelle.jhapaycenter.com/J31.html"
"CHHE FCU","CHHE FCU","CHHE FCU Zelle 2NI C","true","true","https://www.chhe.org/zelle/","Active","https://enroll.zellepay.com/logos/zellepay/2NI.png","","https://www.chhe.org/zelle/"
"Chino Commercial Bank","Chino Commercial Bank","Chino Commercial Bank Zelle 3DQ C","true","true","https://www.chinocommercialbank.com/zelle/","Active","https://enroll.zellepay.com/logos/zellepay/3DQ.png","","https://www.chinocommercialbank.com/zelle/"
"Chippewa Valley Bank","Chippewa Valley Bank","Chippewa Valley Bank Zelle 3B0 C","true","true","https://www.chippewavalleybank.com/zelle","Active","https://enroll.zellepay.com/logos/zellepay/3B0.png","","https://www.chippewavalleybank.com/zelle"
"Chocolate Bayou Credit Union","Chocolate Bayou Credit Union","Chocolate Bayou Credit Union Zelle 2N6 C","true","true","https://chocolatebayou.org/zelle","Active","https://enroll.zellepay.com/logos/zellepay/2N6.png","","https://chocolatebayou.org/zelle"
"Choice One Community FCU","Choice One Community FCU","Choice One Community FCU Zelle 2KQ C","true","true","https://www.choiceone.org/zelle","Active","https://enroll.zellepay.com/logos/zellepay/2KQ.png","","https://www.choiceone.org/zelle"
"ChoiceOne Bank","ChoiceOne Bank","ChoiceOne Bank Zelle J1W C","true","true","https://zelle.jhapaycenter.com/J1W.html","Active","https://enroll.zellepay.com/logos/zellepay/J1W.png","","https://zelle.jhapaycenter.com/J1W.html"
"Christian Community CU","Christian Community CU","Christian Community CU Zelle 0OA C","true","true","https://www.mycccu.com/zelle","Active","https://enroll.zellepay.com/logos/zellepay/0OA.png","","https://www.mycccu.com/zelle"
"Christian Financial CU","Christian Financial CU","Christian Financial CU Zelle 2WQ C","true","true","https://www.christianfinancialcu.com/personal/digital-services/digital-tools/zelle/","Active","https://enroll.zellepay.com/logos/zellepay/2WQ.png","","https://www.christianfinancialcu.com/personal/digital-services/digital-tools/zelle/"
"CHROME FCU","CHROME FCU","CHROME FCU Zelle J5L C","true","true","https://chromefcunew.cms.banno-staging.com/zelle","Active","https://enroll.zellepay.com/logos/zellepay/J5L.png","","https://chromefcunew.cms.banno-staging.com/zelle"
"CIBC Bank USA","CIBC Bank USA","CIBC Bank USA Zelle 0NV C","true","true","https://us.cibc.com/en/digital-banking/zelle.html","Active","https://enroll.zellepay.com/logos/zellepay/0NV.png","","https://us.cibc.com/en/digital-banking/zelle.html"
"CIBM Bank","CIBM Bank","CIBM Bank Zelle J18 C","true","true","https://www.paymentsemails.com/ZelleOverview?jhid=5341&showVideo=1","Active","https://enroll.zellepay.com/logos/zellepay/J18.png","","https://www.paymentsemails.com/ZelleOverview?jhid=5341&showVideo=1"
"Ciera Bank","Ciera Bank","Ciera Bank Zelle 2S3 C","true","true","https://www.cierabank.com/CustomContent.aspx?Name=Zelle","Active","https://enroll.zellepay.com/logos/zellepay/2S3.png","","https://www.cierabank.com/CustomContent.aspx?Name=Zelle"
"CIT Bank","CIT Bank","CIT Bank Zelle 0BQ C","true","true","https://www.cit.com/cit-bank/resources/services/zelle","Active","https://enroll.zellepay.com/logos/zellepay/0BQ.png","","https://www.cit.com/cit-bank/resources/services/zelle"
"Citi","Citi","Citi Zelle CTI C","true","true","https://www.citi.com/citi-partner/zelle/login","Active","https://enroll.zellepay.com/logos/zellepay/CTI.png","","https://www.citi.com/citi-partner/zelle/login"
"Citizens Bank (LA) – Baton Rouge/Plaquemine","Citizens Bank (LA) – Baton Rouge/Plaquemine","Citizens Bank (LA) – Baton Rouge/Plaquemine Zelle 0D4 C","true","true","https://www.citizensbankandtrust.com/online-banking/zelle","Active","https://enroll.zellepay.com/logos/zellepay/0D4.png","","https://www.citizensbankandtrust.com/online-banking/zelle"
"Citizens Bank (WI)","Citizens Bank (WI)","Citizens Bank (WI) Zelle J2K C","true","true","https://zelle.jhapaycenter.com/J2K.html","Active","https://enroll.zellepay.com/logos/zellepay/J2K.png","","https://zelle.jhapaycenter.com/J2K.html"
"Citizens Bank & Trust","Citizens Bank & Trust","Citizens Bank & Trust Zelle 2QF C","true","true","https://www.citizensbanktrust.com/zelle","Active","https://enroll.zellepay.com/logos/zellepay/2QF.png","","https://www.citizensbanktrust.com/zelle"
"Citizens Bank & Trust Co. (NE)","Citizens Bank & Trust Co. (NE)","Citizens Bank & Trust Co. (NE) Zelle 3BH C","true","true","https://www.bankwithcitizens.com/Zelle.aspx","Active","https://enroll.zellepay.com/logos/zellepay/3BH.png","","https://www.bankwithcitizens.com/Zelle.aspx"
"Citizens Bank & Trust Company","Citizens Bank & Trust Company","Citizens Bank & Trust Company Zelle 24F C","true","true","https://www.citizensbt.com/zelle.html","Active","https://enroll.zellepay.com/logos/zellepay/24F.png","","https://www.citizensbt.com/zelle.html"
"Citizens Bank and Trust (FL)","Citizens Bank and Trust (FL)","Citizens Bank and Trust (FL) Zelle JG1 C","true","true","https://zelle.jhapaycenter.com/JG1.html","Active","https://enroll.zellepay.com/logos/zellepay/JG1.png","","https://zelle.jhapaycenter.com/JG1.html"
"Citizens Bank Hutch MN","Citizens Bank Hutch MN","Citizens Bank Hutch MN Zelle 28N C","true","true","https://www.cbhutch.com/personal-banking/zelle/","Active","https://enroll.zellepay.com/logos/zellepay/28N.png","","https://www.cbhutch.com/personal-banking/zelle/"
"Citizens Bank of Americus","Citizens Bank of Americus","Citizens Bank of Americus Zelle JG2 C","true","true","https://zelle.jhapaycenter.com/JG2.html","Active","https://enroll.zellepay.com/logos/zellepay/JG2.png","","https://zelle.jhapaycenter.com/JG2.html"
"Citizens Bank of Edmond","Citizens Bank of Edmond","Citizens Bank of Edmond Zelle J0N C","true","true","https://mycitizens.bank/zelle","Active","https://enroll.zellepay.com/logos/zellepay/J0N.png","","https://mycitizens.bank/zelle"
"Citizens Bank of Morgantown","Citizens Bank of Morgantown","Citizens Bank of Morgantown Zelle 3NE C","true","true","https://citizensbankwv.com/zelle","Active","https://enroll.zellepay.com/logos/zellepay/3NE.png","","https://citizensbankwv.com/zelle"
"Citizens Bank of the South","Citizens Bank of the South","Citizens Bank of the South Zelle 0DR C","true","true","https://www.cbots.com/zelle","Active","https://enroll.zellepay.com/logos/zellepay/0DR.png","","https://www.cbots.com/zelle"
"Citizens Bank, NA","Citizens Bank, NA","Citizens Bank, NA Zelle CTZ C","true","true","https://www.citizensbank.com/mobile-and-online-banking/zelle.aspx","Active","https://enroll.zellepay.com/logos/zellepay/CTZ.png","","https://www.citizensbank.com/mobile-and-online-banking/zelle.aspx"
"Citizens Business Bank","Citizens Business Bank","Citizens Business Bank Zelle 2PB C","true","true","https://www.cbbank.com/zelle/","Active","https://enroll.zellepay.com/logos/zellepay/2PB.png","","https://www.cbbank.com/zelle/"
"Citizens Community CU","Citizens Community CU","Citizens Community CU Zelle 2PZ C","true","true","https://www.citizenscu.com/zelle/","Active","https://enroll.zellepay.com/logos/zellepay/2PZ.png","","https://www.citizenscu.com/zelle/"
"Citizens First Bank, WI","Citizens First Bank, WI","Citizens First Bank, WI Zelle 3KT C","true","true","https://www.citizensfirstbank.net/bill-pay-with-zelle/","Active","https://enroll.zellepay.com/logos/zellepay/3KT.png","","https://www.citizensfirstbank.net/bill-pay-with-zelle/"
"Citizens National Bank","Citizens National Bank","Citizens National Bank Zelle 0CE C","true","true","https://www.yourcnb.com/zelle","Active","https://enroll.zellepay.com/logos/zellepay/0CE.png","","https://www.yourcnb.com/zelle"
"Citizens National Bank TX","Citizens National Bank TX","Citizens National Bank TX Zelle 3QZ C","true","true","https://www.cnbanktexas.com/zelle","Active","https://enroll.zellepay.com/logos/zellepay/3QZ.png","","https://www.cnbanktexas.com/zelle"
"Citizens Savings Bank","Citizens Savings Bank","Citizens Savings Bank Zelle 0EY C","true","true","https://www.citizenssb.com/personal/zelle","Active","https://enroll.zellepay.com/logos/zellepay/0EY.png","","https://www.citizenssb.com/personal/zelle"
"Citizens Savings Bank PA","Citizens Savings Bank PA","Citizens Savings Bank PA Zelle 3L0 C","true","true","https://www.citizens-savings.com/bank/digital-banking-services/zelle.html","Active","https://enroll.zellepay.com/logos/zellepay/3L0.png","","https://www.citizens-savings.com/bank/digital-banking-services/zelle.html"
"Citizens State Bank","Citizens State Bank","Citizens State Bank Zelle 2VL C","true","true","https://www.micsb.com/zelle/","Active","https://enroll.zellepay.com/logos/zellepay/2VL.png","","https://www.micsb.com/zelle/"
"Citizens State Bank (IN)","Citizens State Bank (IN)","Citizens State Bank (IN) Zelle J5Z C","true","true","https://www.paymentsemails.com/ZelleOverview?jhid=2679&showVideo=1","Active","https://enroll.zellepay.com/logos/zellepay/J5Z.png","","https://www.paymentsemails.com/ZelleOverview?jhid=2679&showVideo=1"
"Citizens State Bank Cadott","Citizens State Bank Cadott","Citizens State Bank Cadott Zelle 3GV C","true","true","https://www.csbankcadott.com/zelle.phtml","Active","https://enroll.zellepay.com/logos/zellepay/3GV.png","","https://www.csbankcadott.com/zelle.phtml"
"Citizens State Bank, TX","Citizens State Bank, TX","Citizens State Bank, TX Zelle J5Y C","true","true","https://www.paymentsemails.com/ZelleOverview?jhid=1316&showVideo=1","Active","https://enroll.zellepay.com/logos/zellepay/J5Y.png","","https://www.paymentsemails.com/ZelleOverview?jhid=1316&showVideo=1"
"Citizens Tri-County Bank","Citizens Tri-County Bank","Citizens Tri-County Bank Zelle J0T C","true","true","https://www.paymentsemails.com/ZelleOverview?MyFITool&jhID=6244&showVideo=1","Active","https://enroll.zellepay.com/logos/zellepay/J0T.png","","https://www.paymentsemails.com/ZelleOverview?MyFITool&jhID=6244&showVideo=1"
"Citizens Trust Bank","Citizens Trust Bank","Citizens Trust Bank Zelle 0H7 C","true","true","https://ctbconnect.com/zelle","Active","https://enroll.zellepay.com/logos/zellepay/0H7.png","","https://ctbconnect.com/zelle"
"City Bank","City Bank","City Bank Zelle JJX C","true","true","https://www.paymentsemails.com/ZelleOverview?MyFITool&jhID=3312&showVideo=1","Active","https://enroll.zellepay.com/logos/zellepay/JJX.png","","https://www.paymentsemails.com/ZelleOverview?MyFITool&jhID=3312&showVideo=1"
"City Bank & Trust co.","City Bank & Trust co.","City Bank & Trust co. Zelle 2B5 C","true","true","https://www.citybankandtrust.com/Zelle.aspx","Active","https://enroll.zellepay.com/logos/zellepay/2B5.png","","https://www.citybankandtrust.com/Zelle.aspx"
"City Bank and Trust Company","City Bank and Trust Company","City Bank and Trust Company Zelle 0FR C","true","true","https://www.mycitybank.com/zellelanding","Active","https://enroll.zellepay.com/logos/zellepay/0FR.png","","https://www.mycitybank.com/zellelanding"
"City Credit Union","City Credit Union","City Credit Union Zelle 22M C","true","true","https://www.citycu.org/services/zelle.html","Active","https://enroll.zellepay.com/logos/zellepay/22M.png","","https://www.citycu.org/services/zelle.html"
"City Credit Union Independence","City Credit Union Independence","City Credit Union Independence Zelle 2VT C","true","true","https://city-cu.com/zelle","Active","https://enroll.zellepay.com/logos/zellepay/2VT.png","","https://city-cu.com/zelle"
"City First Bank","City First Bank","City First Bank Zelle 0UA C","true","true","https://www.cityfirstbank.com/zelle-consumer","Active","https://enroll.zellepay.com/logos/zellepay/0UA.png","","https://www.cityfirstbank.com/zelle-consumer"
"City National Bank","City National Bank","City National Bank Zelle 0A4 C","true","true","https://www.cnb.com/Zelle","Active","https://enroll.zellepay.com/logos/zellepay/0A4.png","","https://www.cnb.com/Zelle"
"City National Bank (WV)","City National Bank (WV)","City National Bank (WV) Zelle J00 C","true","true","https://zelle.jhapaycenter.com/J00.html","Active","https://enroll.zellepay.com/logos/zellepay/J00.png","","https://zelle.jhapaycenter.com/J00.html"
"City National Bank of Florida","City National Bank of Florida","City National Bank of Florida Zelle 2AQ C","true","true","https://www.citynational.com/personal-banking/zelle","Active","https://enroll.zellepay.com/logos/zellepay/2AQ.png","","https://www.citynational.com/personal-banking/zelle"
"City-County Employees C. U.","City-County Employees C. U.","City-County Employees C. U. Zelle 3AL C","true","true","https://www.ccecu.org/zelle/","Active","https://enroll.zellepay.com/logos/zellepay/3AL.png","","https://www.ccecu.org/zelle/"
"Civic Federal Credit Union","Civic Federal Credit Union","Civic Federal Credit Union Zelle 2ZQ C","true","true","https://civicfcu.org/zelle","Active","https://enroll.zellepay.com/logos/zellepay/2ZQ.png","","https://civicfcu.org/zelle"
"Civista Bank","Civista Bank","Civista Bank Zelle JPV C","true","true","https://www.civista.bank/zelle","Active","https://enroll.zellepay.com/logos/zellepay/JPV.png","","https://www.civista.bank/zelle"
"Clarion Co Comm Bank","Clarion Co Comm Bank","Clarion Co Comm Bank Zelle 2AS C","true","true","https://clarionbank.com/send-money.html","Active","https://enroll.zellepay.com/logos/zellepay/2AS.png","","https://clarionbank.com/send-money.html"
"Classic Bank","Classic Bank","Classic Bank Zelle 0BU C","true","true","https://www.classicbank.com/personal/services/zelle.html","Active","https://enroll.zellepay.com/logos/zellepay/0BU.png","","https://www.classicbank.com/personal/services/zelle.html"
"Classic City Bank","Classic City Bank","Classic City Bank Zelle 2OG C","true","true","https://www.classiccitybank.com/zelle","Active","https://enroll.zellepay.com/logos/zellepay/2OG.png","","https://www.classiccitybank.com/zelle"
"Clear Mountain Bank","Clear Mountain Bank","Clear Mountain Bank Zelle 21M C","true","true","https://www.clearmountainbank.com/zelle/","Active","https://enroll.zellepay.com/logos/zellepay/21M.png","","https://www.clearmountainbank.com/zelle/"
"Clearpath FCU","Clearpath FCU","Clearpath FCU Zelle 0SX C","true","true","https://www.clearpathfcu.org/index.html/zelle","Active","https://enroll.zellepay.com/logos/zellepay/0SX.png","","https://www.clearpathfcu.org/index.html/zelle"
"Clearview FCU","Clearview FCU","Clearview FCU Zelle 2GD C","true","true","https://www.clearviewfcu.org/","Active","https://enroll.zellepay.com/logos/zellepay/2GD.png","","https://www.clearviewfcu.org/"
"Clearwater CU","Clearwater CU","Clearwater CU Zelle 0LZ C","true","true","https://clearwatercreditunion.org/zelle","Active","https://enroll.zellepay.com/logos/zellepay/0LZ.png","","https://clearwatercreditunion.org/zelle"
"Cleveland Police Credit Union","Cleveland Police Credit Union","Cleveland Police Credit Union Zelle 2XG C","true","true","https://www.clevepolicecu.com/zelle","Active","https://enroll.zellepay.com/logos/zellepay/2XG.png","","https://www.clevepolicecu.com/zelle"
"CMCCU","CMCCU","CMCCU Zelle 2MQ C","true","true","https://www.cmccreditunion.org/zelle/","Active","https://enroll.zellepay.com/logos/zellepay/2MQ.png","","https://www.cmccreditunion.org/zelle/"
"CME Credit Union","CME Credit Union","CME Credit Union Zelle 34T C","true","true","https://cranstonmecu.org/access/zelle-p2p-2","Active","https://enroll.zellepay.com/logos/zellepay/34T.png","","https://cranstonmecu.org/access/zelle-p2p-2"
"CNB Bank (PA)","CNB Bank (PA)","CNB Bank (PA) Zelle 2HE C","true","true","https://cnbbank.bank/personal-banking/convenience-services/zelle","Active","https://enroll.zellepay.com/logos/zellepay/2HE.png","","https://cnbbank.bank/personal-banking/convenience-services/zelle"
"CNB Bank NM","CNB Bank NM","CNB Bank NM Zelle JQQ C","true","true","https://www.ourcnb.bank/personal-overview/zelle/","Active","https://enroll.zellepay.com/logos/zellepay/JQQ.png","","https://www.ourcnb.bank/personal-overview/zelle/"
"CNB Bank, Inc","CNB Bank, Inc","CNB Bank, Inc Zelle 0PX C","true","true","https://www.cnb.bank/digital/zelle","Active","https://enroll.zellepay.com/logos/zellepay/0PX.png","","https://www.cnb.bank/digital/zelle"
"CNB of Texas","CNB of Texas","CNB of Texas Zelle 0EC C","true","true","https://www.cnboftexas.com/zelle","Active","https://enroll.zellepay.com/logos/zellepay/0EC.png","","https://www.cnboftexas.com/zelle"
"CNB Somerset","CNB Somerset","CNB Somerset Zelle JHO C","true","true","https://www.paymentsemails.com/ZelleOverview?jhid=2520&showVideo=1","Active","https://enroll.zellepay.com/logos/zellepay/JHO.png","","https://www.paymentsemails.com/ZelleOverview?jhid=2520&showVideo=1"
"CNBOhio","CNBOhio","CNBOhio Zelle 2F8 C","true","true","https://www.cnbohio.com/personal/services/zelle/","Active","https://enroll.zellepay.com/logos/zellepay/2F8.png","","https://www.cnbohio.com/personal/services/zelle/"
"Coastal Carolina National Bank","Coastal Carolina National Bank","Coastal Carolina National Bank Zelle 39A C","true","true","https://www.myccnb.com/zelle","Active","https://enroll.zellepay.com/logos/zellepay/39A.png","","https://www.myccnb.com/zelle"
"Coastal Community Bank","Coastal Community Bank","Coastal Community Bank Zelle 0EO C","true","true","https://www.coastalbank.com/zelle","Active","https://enroll.zellepay.com/logos/zellepay/0EO.png","","https://www.coastalbank.com/zelle"
"Coastal Federal Credit Union","Coastal Federal Credit Union","Coastal Federal Credit Union Zelle JPO C","true","true","https://www.coastal24.com/zelle","Active","https://enroll.zellepay.com/logos/zellepay/JPO.png","","https://www.coastal24.com/zelle"
"Coastal Heritage Bank","Coastal Heritage Bank","Coastal Heritage Bank Zelle 2LB C","true","true","https://coastalheritagebank.com/zelle/","Active","https://enroll.zellepay.com/logos/zellepay/2LB.png","","https://coastalheritagebank.com/zelle/"
"Coastal States Bank","Coastal States Bank","Coastal States Bank Zelle 2NZ C","true","true","https://coastalstatesbank-new-uat.banno.com/Zelle","Active","https://enroll.zellepay.com/logos/zellepay/2NZ.png","","https://coastalstatesbank-new-uat.banno.com/Zelle"
"Coastal1 Credit Union","Coastal1 Credit Union","Coastal1 Credit Union Zelle 32N C","true","true","https://www.coastal1.org/ZELLE","Active","https://enroll.zellepay.com/logos/zellepay/32N.png","","https://www.coastal1.org/ZELLE"
"CoastLife Credit Union","CoastLife Credit Union","CoastLife Credit Union Zelle 3A4 C","true","true","https://www.coastlifecu.com/home/eservices/zelle","Active","https://enroll.zellepay.com/logos/zellepay/3A4.png","","https://www.coastlifecu.com/home/eservices/zelle"
"Coconino Federal CU","Coconino Federal CU","Coconino Federal CU Zelle 29B C","true","true","https://www.netbranch.app.fiserv.com/coconinofederalcu","Active","https://enroll.zellepay.com/logos/zellepay/29B.png","","https://www.netbranch.app.fiserv.com/coconinofederalcu"
"CODE CU","CODE CU","CODE CU Zelle J68 C","true","true","https://www.codecu.org/services/eservices/zelle-payments/","Active","https://enroll.zellepay.com/logos/zellepay/J68.png","","https://www.codecu.org/services/eservices/zelle-payments/"
"Coffee County Bank","Coffee County Bank","Coffee County Bank Zelle 2JQ C","true","true","https://www.coffee.bank","Active","https://enroll.zellepay.com/logos/zellepay/2JQ.png","","https://www.coffee.bank"
"Cogent Bank","Cogent Bank","Cogent Bank Zelle 0GK C","true","true","https://www.cogentbank.net/personal/zelle","Active","https://enroll.zellepay.com/logos/zellepay/0GK.png","","https://www.cogentbank.net/personal/zelle"
"Colfax Banking Company","Colfax Banking Company","Colfax Banking Company Zelle 31R C","true","true","https://www.colfaxbanking.com/zelle/","Active","https://enroll.zellepay.com/logos/zellepay/31R.png","","https://www.colfaxbanking.com/zelle/"
"Collegedale Credit Union","Collegedale Credit Union","Collegedale Credit Union Zelle 35E C","true","true","https://www.collegedale.org/zelle.htm","Active","https://enroll.zellepay.com/logos/zellepay/35E.png","","https://www.collegedale.org/zelle.htm"
