Name,Public_Display_Name__c,Public_Search_Keywords__c,Publicly_Listed__c,Supports_Enrollment__c,Enrollment_URL__c,Institution_Status__c,Logo_URL__c,Logo_ContentVersionId__c,Website
"1NB Bank","1NB Bank","1NB Bank Zelle 28O #","true","true","https://1nbcarlyle.com/","Active","https://enroll.zellepay.com/logos/zellepay/28O.png","","https://1nbcarlyle.com/"
"1st Advantage","1st Advantage","1st Advantage Zelle 3GX #","true","true","https://www.1stadvantage.org/Zelle","Active","https://enroll.zellepay.com/logos/zellepay/3GX.png","","https://www.1stadvantage.org/Zelle"
"1ST BANK OF SEA ISLE CITY","1ST BANK OF SEA ISLE CITY","1ST BANK OF SEA ISLE CITY Zelle 21H #","true","true","https://www.1stbankseaisle.com/","Active","https://enroll.zellepay.com/logos/zellepay/21H.png","","https://www.1stbankseaisle.com/"
"1st Bergen FCU","1st Bergen FCU","1st Bergen FCU Zelle 3BO #","true","true","https://www.1stbergen.com/zelle","Active","https://enroll.zellepay.com/logos/zellepay/3BO.png","","https://www.1stbergen.com/zelle"
"1st Ed Credit Union","1st Ed Credit Union","1st Ed Credit Union Zelle 2T1 #","true","true","https://www.1edcu.org/services/zelle/","Active","https://enroll.zellepay.com/logos/zellepay/2T1.png","","https://www.1edcu.org/services/zelle/"
"1st Equity Bank","1st Equity Bank","1st Equity Bank Zelle 35H #","true","true","https://1stEquityBank.net/zelle.html","Active","https://enroll.zellepay.com/api/v1/ecm/sites/ecm/files/logos/override_uploads/35H-zellepay.png","","https://1stEquityBank.net/zelle.html"
"1st Liberty FCU","1st Liberty FCU","1st Liberty FCU Zelle JRA #","true","true","https://www.1stliberty.org/services/zelle","Active","https://enroll.zellepay.com/logos/zellepay/JRA.png","","https://www.1stliberty.org/services/zelle"
"1st National Bank","1st National Bank","1st National Bank Zelle 2AJ #","true","true","https://www.bankwith1st.com/personal/online-services/zelle/","Active","https://enroll.zellepay.com/logos/zellepay/2AJ.png","","https://www.bankwith1st.com/personal/online-services/zelle/"
"1st Security Bank of WA","1st Security Bank of WA","1st Security Bank of WA Zelle 35V #","true","true","https://www.fsbwa.com/zelle","Active","https://enroll.zellepay.com/logos/zellepay/35V.png","","https://www.fsbwa.com/zelle"
"1st Source Bank","1st Source Bank","1st Source Bank Zelle 21L #","true","true","https://www.1stsource.com/help-support/zelle/","Active","https://enroll.zellepay.com/logos/zellepay/21L.png","","https://www.1stsource.com/help-support/zelle/"
"1ST SUMMIT BANK","1ST SUMMIT BANK","1ST SUMMIT BANK Zelle 36I #","true","true","https://www.1stsummit.bank/home/zelle/","Active","https://enroll.zellepay.com/logos/zellepay/36I.png","","https://www.1stsummit.bank/home/zelle/"
"1st Trust Bank","1st Trust Bank","1st Trust Bank Zelle 0C3 #","true","true","https://www.1sttrustbankinc.com/","Active","https://enroll.zellepay.com/logos/zellepay/0C3.png","","https://www.1sttrustbankinc.com/"
"2 Rivers Area CU","2 Rivers Area CU","2 Rivers Area CU Zelle 2OU #","true","true","https://2riversacu.com/zelle/","Active","https://enroll.zellepay.com/logos/zellepay/2OU.png","","https://2riversacu.com/zelle/"
"360 Federal Credit Union","360 Federal Credit Union","360 Federal Credit Union Zelle 2QZ #","true","true","https://www.360fcu.org/Zelle","Active","https://enroll.zellepay.com/logos/zellepay/2QZ.png","","https://www.360fcu.org/Zelle"
"42 North Private Bank","42 North Private Bank","42 North Private Bank Zelle 3M9 #","true","true","https://www.42northprivate.com/zelle","Active","https://enroll.zellepay.com/logos/zellepay/3M9.png","","https://www.42northprivate.com/zelle"
"4U Credit Union","4U Credit Union","4U Credit Union Zelle 2DB #","true","true","https://www.4ucu.org/zelle.php","Active","https://enroll.zellepay.com/logos/zellepay/2DB.png","","https://www.4ucu.org/zelle.php"
"5 Star CCU","5 Star CCU","5 Star CCU Zelle 2RV #","true","true","https://www.5starcu.org/zelle-5starccu","Active","https://enroll.zellepay.com/logos/zellepay/2RV.png","","https://www.5starcu.org/zelle-5starccu"
"600 Atlantic FCU","600 Atlantic FCU","600 Atlantic FCU Zelle 33L #","true","true","https://www.600atlanticfcu.org/zelle","Active","https://enroll.zellepay.com/logos/zellepay/33L.png","","https://www.600atlanticfcu.org/zelle"
"705 Federal Credit Union","705 Federal Credit Union","705 Federal Credit Union Zelle 33Y #","true","true","https://www.705fcu.com/zelle/","Active","https://enroll.zellepay.com/logos/zellepay/33Y.png","","https://www.705fcu.com/zelle/"
"802 CU","802 CU","802 CU Zelle 31Y #","true","true","https://www.802cu.com/zelle/","Active","https://enroll.zellepay.com/logos/zellepay/31Y.png","","https://www.802cu.com/zelle/"
"A+ Federal Credit Union","A+ Federal Credit Union","A+ Federal Credit Union Zelle JL5 A","true","true","https://aplusfcu.org/services/mobile-banking/zelle","Active","https://enroll.zellepay.com/logos/zellepay/JL5.png","","https://aplusfcu.org/services/mobile-banking/zelle"
"Abilene Teachers FCU","Abilene Teachers FCU","Abilene Teachers FCU Zelle 3RH A","true","true","https://www.abileneteachersfcu.org/zelle-payments/","Active","https://enroll.zellepay.com/logos/zellepay/3RH.png","","https://www.abileneteachersfcu.org/zelle-payments/"
"ABNB","ABNB","ABNB Zelle 2FK A","true","true","https://www.abnbfcu.org/services-tools/account-services/start-sending-with-zelle.html","Active","https://enroll.zellepay.com/logos/zellepay/2FK.png","","https://www.abnbfcu.org/services-tools/account-services/start-sending-with-zelle.html"
"Abound Credit Union","Abound Credit Union","Abound Credit Union Zelle JP7 A","true","true","https://www.aboundcu.com/accounts/digital-services/zelle","Active","https://enroll.zellepay.com/logos/zellepay/JP7.png","","https://www.aboundcu.com/accounts/digital-services/zelle"
"Abri Credit Union","Abri Credit Union","Abri Credit Union Zelle 3RA A","true","true","https://www.abricu.com/home/onlineservices/bill_pay/zelle","Active","https://enroll.zellepay.com/logos/zellepay/3RA.png","","https://www.abricu.com/home/onlineservices/bill_pay/zelle"
"Academy Bank","Academy Bank","Academy Bank Zelle 2EO A","true","true","https://www.academybank.com/personal/accounts/zelle%C2%AE/send-money-zelle%C2%AE","Active","https://enroll.zellepay.com/logos/zellepay/2EO.png","","https://www.academybank.com/personal/accounts/zelle%C2%AE/send-money-zelle%C2%AE"
"Acadia Federal Credit Union","Acadia Federal Credit Union","Acadia Federal Credit Union Zelle JPJ A","true","true","https://www.acadiafcu.org/zelle/","Active","https://enroll.zellepay.com/logos/zellepay/JPJ.png","","https://www.acadiafcu.org/zelle/"
"Access Community Credit Union","Access Community Credit Union","Access Community Credit Union Zelle 2YD A","true","true","https://www.accesscreditunion.com/zelle","Active","https://enroll.zellepay.com/logos/zellepay/2YD.png","","https://www.accesscreditunion.com/zelle"
"ACCESSbank Omaha","ACCESSbank Omaha","ACCESSbank Omaha Zelle 2JF A","true","true","https://www.accessbank.com/zelle-r-","Active","https://enroll.zellepay.com/logos/zellepay/2JF.png","","https://www.accessbank.com/zelle-r-"
"ACFCU","ACFCU","ACFCU Zelle 2RL A","true","true","https://www.acfcu.org/zelle","Active","https://enroll.zellepay.com/logos/zellepay/2RL.png","","https://www.acfcu.org/zelle"
"Achieva Credit Union","Achieva Credit Union","Achieva Credit Union Zelle 0GY A","true","true","https://www.achievacu.com/zelle","Active","https://enroll.zellepay.com/logos/zellepay/0GY.png","","https://www.achievacu.com/zelle"
"Acme Continental CU","Acme Continental CU","Acme Continental CU Zelle 2ON A","true","true","https://www.acmecontinentalcu.com/zelle","Active","https://enroll.zellepay.com/logos/zellepay/2ON.png","","https://www.acmecontinentalcu.com/zelle"
"ACNB Bank","ACNB Bank","ACNB Bank Zelle 2G2 A","true","true","https://www.acnb.com/zelle","Active","https://enroll.zellepay.com/logos/zellepay/2G2.png","","https://www.acnb.com/zelle"
"Actors Federal Credit Union","Actors Federal Credit Union","Actors Federal Credit Union Zelle 0JG A","true","true","https://www.actorsfcu.com/zelle","Active","https://enroll.zellepay.com/logos/zellepay/0JG.png","","https://www.actorsfcu.com/zelle"
"Addition Financial","Addition Financial","Addition Financial Zelle J9Y A","true","true","https://www.additionfi.com/zelle","Active","https://enroll.zellepay.com/logos/zellepay/J9Y.png","","https://www.additionfi.com/zelle"
"AdelFi Credit Union","AdelFi Credit Union","AdelFi Credit Union Zelle 3LI A","true","true","https://www.adelfibanking.com/personal/services/zelle","Active","https://enroll.zellepay.com/logos/zellepay/3LI.png","","https://www.adelfibanking.com/personal/services/zelle"
"Adirondack Bank","Adirondack Bank","Adirondack Bank Zelle 2YZ A","true","true","https://www.adirondackbank.com/zelle","Active","https://enroll.zellepay.com/logos/zellepay/2YZ.png","","https://www.adirondackbank.com/zelle"
"Adirondack RFCU","Adirondack RFCU","Adirondack RFCU Zelle 2TG A","true","true","https://adkcreditunion.com/zelle","Active","https://enroll.zellepay.com/logos/zellepay/2TG.png","","https://adkcreditunion.com/zelle"
"Adirondack Trust","Adirondack Trust","Adirondack Trust Zelle 0I3 A","true","true","https://www.adirondacktrust.com/personal/bank/webwise-online-mobile-banking/zelle","Active","https://enroll.zellepay.com/logos/zellepay/0I3.png","","https://www.adirondacktrust.com/personal/bank/webwise-online-mobile-banking/zelle"
"Advanced Financial Federal CU","Advanced Financial Federal CU","Advanced Financial Federal CU Zelle 3CO A","true","true","https://www.advfinfcu.com/zelle","Active","https://enroll.zellepay.com/logos/zellepay/3CO.png","","https://www.advfinfcu.com/zelle"
"Advancial","Advancial","Advancial Zelle J2E A","true","true","https://zelle.jhapaycenter.com/J2E.html","Active","https://enroll.zellepay.com/api/v1/ecm/sites/ecm/files/logos/override_uploads/advancial-zellepay.png","","https://zelle.jhapaycenter.com/J2E.html"
"Advantage FCU","Advantage FCU","Advantage FCU Zelle 30D A","true","true","https://www.advantagefcu.org/e-services/zelle","Active","https://enroll.zellepay.com/logos/zellepay/30D.png","","https://www.advantagefcu.org/e-services/zelle"
"AERO Federal Credit Union","AERO Federal Credit Union","AERO Federal Credit Union Zelle 0P7 A","true","true","https://www.aerofed.net/zelle","Active","https://enroll.zellepay.com/logos/zellepay/0P7.png","","https://www.aerofed.net/zelle"
"Aerospace Federal Credit Union","Aerospace Federal Credit Union","Aerospace Federal Credit Union Zelle 0O9 A","true","true","https://www.aerofcu.org/zelle","Active","https://enroll.zellepay.com/logos/zellepay/0O9.png","","https://www.aerofcu.org/zelle"
"Affidian Federal Credit Union","Affidian Federal Credit Union","Affidian Federal Credit Union Zelle 0JK A","true","true","https://www.affidiancu.org/zelle","Active","https://enroll.zellepay.com/logos/zellepay/0JK.png","","https://www.affidiancu.org/zelle"
"Affinity One FCU","Affinity One FCU","Affinity One FCU Zelle 2TJ A","true","true","https://www.affinityonefcu.org/zelle","Active","https://enroll.zellepay.com/logos/zellepay/2TJ.png","","https://www.affinityonefcu.org/zelle"
"AFFINITYFCU","AFFINITYFCU","AFFINITYFCU Zelle 2H1 A","true","true","https://www.affinityfcu.com/Banking/zelle.aspx","Active","https://enroll.zellepay.com/logos/zellepay/2H1.png","","https://www.affinityfcu.com/Banking/zelle.aspx"
"AgFed Credit Union","AgFed Credit Union","AgFed Credit Union Zelle JOS A","true","true","https://www.agfed.org/convenient-services/zelle/","Active","https://enroll.zellepay.com/logos/zellepay/JOS.png","","https://www.agfed.org/convenient-services/zelle/"
"Air Academy FCU","Air Academy FCU","Air Academy FCU Zelle 2TO A","true","true","https://www.aafcu.com/zelle","Active","https://enroll.zellepay.com/logos/zellepay/2TO.png","","https://www.aafcu.com/zelle"
"Alabama Credit Union","Alabama Credit Union","Alabama Credit Union Zelle 31S A","true","true","https://www.alabamacu.com/e-services/zelle","Active","https://enroll.zellepay.com/logos/zellepay/31S.png","","https://www.alabamacu.com/e-services/zelle"
"Albany Bank & Trust","Albany Bank & Trust","Albany Bank & Trust Zelle 2FH A","true","true","https://albank.com/Zelle","Active","https://enroll.zellepay.com/logos/zellepay/2FH.png","","https://albank.com/Zelle"
"Alcoa Community FCU","Alcoa Community FCU","Alcoa Community FCU Zelle 2X3 A","true","true","https://www.alcoacommunityfcu.org/zelle","Active","https://enroll.zellepay.com/logos/zellepay/2X3.png","","https://www.alcoacommunityfcu.org/zelle"
"Alden State Bank","Alden State Bank","Alden State Bank Zelle 28Z A","true","true","https://www.aldenstate.com/services-tools/account-services/index.html","Active","https://enroll.zellepay.com/logos/zellepay/28Z.png","","https://www.aldenstate.com/services-tools/account-services/index.html"
"ALEC","ALEC","ALEC Zelle 2SV A","true","true","https://www.alecu.org/products-and-services/zelle","Active","https://enroll.zellepay.com/logos/zellepay/2SV.png","","https://www.alecu.org/products-and-services/zelle"
"Alero Financial","Alero Financial","Alero Financial Zelle 2AI A","true","true","https://www.alerofinancial.org/","Active","https://enroll.zellepay.com/logos/zellepay/2AI.png","","https://www.alerofinancial.org/"
"Alerus","Alerus","Alerus Zelle 23F A","true","true","https://alerus.com/zelle","Active","https://enroll.zellepay.com/logos/zellepay/23F.png","","https://alerus.com/zelle"
"Alhambra Credit Union","Alhambra Credit Union","Alhambra Credit Union Zelle 2MK A","true","true","https://www.alhambracu.com/zelle","Active","https://enroll.zellepay.com/logos/zellepay/2MK.png","","https://www.alhambracu.com/zelle"
"Align Credit Union","Align Credit Union","Align Credit Union Zelle 3B7 A","true","true","https://www.aligncu.com/zelle","Active","https://enroll.zellepay.com/logos/zellepay/3B7.png","","https://www.aligncu.com/zelle"
"All In Credit Union","All In Credit Union","All In Credit Union Zelle 2V8 A","true","true","https://allincu.com/bank/zelle.html","Active","https://enroll.zellepay.com/logos/zellepay/2V8.png","","https://allincu.com/bank/zelle.html"
"All One Credit Union","All One Credit Union","All One Credit Union Zelle 0N1 A","true","true","https://all-onecu.com/zelle/","Active","https://enroll.zellepay.com/logos/zellepay/0N1.png","","https://all-onecu.com/zelle/"
"Allegent Community FCU","Allegent Community FCU","Allegent Community FCU Zelle 2UH A","true","true","https://www.allegentfcu.org/zelle","Active","https://enroll.zellepay.com/logos/zellepay/2UH.png","","https://www.allegentfcu.org/zelle"
"Allegiance Credit Union","Allegiance Credit Union","Allegiance Credit Union Zelle 38W A","true","true","https://www.allegiancecu.org/zelle","Active","https://enroll.zellepay.com/logos/zellepay/38W.png","","https://www.allegiancecu.org/zelle"
"Alliance Bank","Alliance Bank","Alliance Bank Zelle 0G3 A","true","true","https://www.alliancebanks.com/individual/products/digital/zelle.html","Active","https://enroll.zellepay.com/logos/zellepay/0G3.png","","https://www.alliancebanks.com/individual/products/digital/zelle.html"
"Alliance Catholic Credit Union","Alliance Catholic Credit Union","Alliance Catholic Credit Union Zelle 0T1 A","true","true","https://allianceccu.com/zelle/","Active","https://enroll.zellepay.com/logos/zellepay/0T1.png","","https://allianceccu.com/zelle/"
"Alliance Credit Union","Alliance Credit Union","Alliance Credit Union Zelle 2UG A","true","true","https://alliancecu.com/zelle/","Active","https://enroll.zellepay.com/logos/zellepay/2UG.png","","https://alliancecu.com/zelle/"
"AllSouth Federal Credit Union","AllSouth Federal Credit Union","AllSouth Federal Credit Union Zelle 26Y A","true","true","https://www.allsouth.org/","Active","https://enroll.zellepay.com/logos/zellepay/26Y.png","","https://www.allsouth.org/"
"Ally Bank","Ally Bank","Ally Bank Zelle ALB A","true","true","https://www.ally.com/learn/zelle","Active","https://enroll.zellepay.com/logos/zellepay/ALB.png","","https://www.ally.com/learn/zelle"
"Alma Bank","Alma Bank","Alma Bank Zelle 0J8 A","true","true","https://www.almabank.com/personal-banking/banking-services/zelle","Active","https://enroll.zellepay.com/logos/zellepay/0J8.png","","https://www.almabank.com/personal-banking/banking-services/zelle"
"Aloha Pacific FCU","Aloha Pacific FCU","Aloha Pacific FCU Zelle 32A A","true","true","https://www.alohapacific.com/banking/online-mobile-banking/zelle","Active","https://enroll.zellepay.com/logos/zellepay/32A.png","","https://www.alohapacific.com/banking/online-mobile-banking/zelle"
"Alpine Bank","Alpine Bank","Alpine Bank Zelle J2S A","true","true","https://www.alpinebank.com/personal/resources/zelle.html","Active","https://enroll.zellepay.com/logos/zellepay/J2S.png","","https://www.alpinebank.com/personal/resources/zelle.html"
"Alta Vista Credit Union","Alta Vista Credit Union","Alta Vista Credit Union Zelle 2R7 A","true","true","https://images.printable.com/nonimpositions/22712/439889/22712_439889_zx3ob22o_press.html","Active","https://enroll.zellepay.com/logos/zellepay/2R7.png","","https://images.printable.com/nonimpositions/22712/439889/22712_439889_zx3ob22o_press.html"
"Altabank","Altabank","Altabank Zelle JOQ A","true","true","https://www.altabank.com/zelle","Active","https://enroll.zellepay.com/api/v1/ecm/sites/ecm/files/logos/override_uploads/JOQ-zellepay.png","","https://www.altabank.com/zelle"
"Altamaha Bank and Trust","Altamaha Bank and Trust","Altamaha Bank and Trust Zelle 0HJ A","true","true","https://www.altamaha.bank/","Active","https://enroll.zellepay.com/logos/zellepay/0HJ.png","","https://www.altamaha.bank/"
"Altana Federal Credit Union","Altana Federal Credit Union","Altana Federal Credit Union Zelle JIG A","true","true","https://www.paymentsemails.com/ZelleOverview?MyFITool&jhID=52445&showVideo=1","Active","https://enroll.zellepay.com/logos/zellepay/JIG.png","","https://www.paymentsemails.com/ZelleOverview?MyFITool&jhID=52445&showVideo=1"
"Altoona First Savings Bank","Altoona First Savings Bank","Altoona First Savings Bank Zelle 3F0 A","true","true","https://www.altoonabank.com/services-tools/zelle","Active","https://enroll.zellepay.com/logos/zellepay/3F0.png","","https://www.altoonabank.com/services-tools/zelle"
"Altos Bank","Altos Bank","Altos Bank Zelle JMZ A","true","true","https://www.altosbank.com/zelle--altos-bank","Active","https://enroll.zellepay.com/logos/zellepay/JMZ.png","","https://www.altosbank.com/zelle--altos-bank"
"Altura Credit Union","Altura Credit Union","Altura Credit Union Zelle 0NP A","true","true","https://www.alturacu.com/zelle","Active","https://enroll.zellepay.com/logos/zellepay/0NP.png","","https://www.alturacu.com/zelle"
"Amalgamated Bank of Chicago","Amalgamated Bank of Chicago","Amalgamated Bank of Chicago Zelle 2IB A","true","true","https://www.aboc.com/zelle.aspx","Active","https://enroll.zellepay.com/logos/zellepay/2IB.png","","https://www.aboc.com/zelle.aspx"
"Amalgamated Bank(NY)","Amalgamated Bank(NY)","Amalgamated Bank(NY) Zelle 0MO A","true","true","https://www.amalgamatedbank.com/zelle","Active","https://enroll.zellepay.com/logos/zellepay/0MO.png","","https://www.amalgamatedbank.com/zelle"
"Amarillo National Bank","Amarillo National Bank","Amarillo National Bank Zelle 2OS A","true","true","https://www.anb.com/Zelle.aspx","Active","https://enroll.zellepay.com/logos/zellepay/2OS.png","","https://www.anb.com/Zelle.aspx"
"AMBK","AMBK","AMBK Zelle 2W5 A","true","true","https://www.ambk.com/zelle","Active","https://enroll.zellepay.com/logos/zellepay/2W5.png","","https://www.ambk.com/zelle"
"Ambler Savings Bank","Ambler Savings Bank","Ambler Savings Bank Zelle 25A A","true","true","https://www.amblersavingsbank.com/Zelle","Active","https://enroll.zellepay.com/logos/zellepay/25A.png","","https://www.amblersavingsbank.com/Zelle"
"Amegy Bank","Amegy Bank","Amegy Bank Zelle 20T A","true","true","https://www.amegybank.com/personal/digital-banking/zelle","Active","https://enroll.zellepay.com/logos/zellepay/20T.png","","https://www.amegybank.com/personal/digital-banking/zelle"
"Amerant Bank, N.A.","Amerant Bank, N.A.","Amerant Bank, N.A. Zelle 0OU A","true","true","https://www.amerantbank.com/zelle/","Active","https://enroll.zellepay.com/logos/zellepay/0OU.png","","https://www.amerantbank.com/zelle/"
"America First Credit Union","America First Credit Union","America First Credit Union Zelle 20D A","true","true","https://www.americafirst.com/services/online-services/zelle.html","Active","https://enroll.zellepay.com/logos/zellepay/20D.png","","https://www.americafirst.com/services/online-services/zelle.html"
"America's Credit Union","America's Credit Union","America's Credit Union Zelle JNC A","true","true","https://www.youracu.org/zelle/","Active","https://enroll.zellepay.com/logos/zellepay/JNC.png","","https://www.youracu.org/zelle/"
"America's Credit Union (TX&MO)","America's Credit Union (TX&MO)","America's Credit Union (TX&MO) Zelle JOR A","true","true","https://www.americascu.org/getting-started-with-zelle.html","Active","https://enroll.zellepay.com/logos/zellepay/JOR.png","","https://www.americascu.org/getting-started-with-zelle.html"
"American Bank","American Bank","American Bank Zelle 0CA A","true","true","https://www.americanbank.com/personal/services/digital-banking/zelle","Active","https://enroll.zellepay.com/logos/zellepay/0CA.png","","https://www.americanbank.com/personal/services/digital-banking/zelle"
"American Bank (Dallas)","American Bank (Dallas)","American Bank (Dallas) Zelle 0NX A","true","true","https://www.abdallas.bank/personal-banking/services-personal-banking/zelle","Active","https://enroll.zellepay.com/logos/zellepay/0NX.png","","https://www.abdallas.bank/personal-banking/services-personal-banking/zelle"
"American Bank (LA)","American Bank (LA)","American Bank (LA) Zelle 0TS A","true","true","https://www.americanbankusa.com/zelle","Active","https://enroll.zellepay.com/logos/zellepay/0TS.png","","https://www.americanbankusa.com/zelle"
"American Bank & Trust- AB&T SD","American Bank & Trust- AB&T SD","American Bank & Trust- AB&T SD Zelle 37I A","true","true","https://www.abt.bank/zelle/","Active","https://enroll.zellepay.com/logos/zellepay/37I.png","","https://www.abt.bank/zelle/"
"American Bank and Trust","American Bank and Trust","American Bank and Trust Zelle J2T A","true","true","https://zelle.jhapaycenter.com/J2T.html","Active","https://enroll.zellepay.com/logos/zellepay/J2T.png","","https://zelle.jhapaycenter.com/J2T.html"
"American Bank of Freedom","American Bank of Freedom","American Bank of Freedom Zelle 2BH A","true","true","https://www.americanbankoffreedom.bank/","Active","https://enroll.zellepay.com/logos/zellepay/2BH.png","","https://www.americanbankoffreedom.bank/"
"American Commercial Bank Trust","American Commercial Bank Trust","American Commercial Bank Trust Zelle 0MH A","true","true","https://www.acbandt.com/zelle","Active","https://enroll.zellepay.com/logos/zellepay/0MH.png","","https://www.acbandt.com/zelle"
"American Community Bank NY","American Community Bank NY","American Community Bank NY Zelle 33V A","true","true","https://www.acbalways.com/zelle.html","Active","https://enroll.zellepay.com/logos/zellepay/33V.png","","https://www.acbalways.com/zelle.html"
"American Community Bank Trust","American Community Bank Trust","American Community Bank Trust Zelle 22O A","true","true","https://amcombank.com/","Active","https://enroll.zellepay.com/logos/zellepay/22O.png","","https://amcombank.com/"
"American Express National Bank","American Express National Bank","American Express National Bank Zelle AXP A","true","true","https://americanexpress.com/en-us/banking/online-checking/zelle-business-and-consumer/","Active","https://enroll.zellepay.com/api/v1/ecm/sites/ecm/files/logos/override_uploads/AXP-zellepay.png","","https://americanexpress.com/en-us/banking/online-checking/zelle-business-and-consumer/"
"American First Credit Union","American First Credit Union","American First Credit Union Zelle JME A","true","true","https://www.amerfirst.org/products/digital-services/zelle","Active","https://enroll.zellepay.com/logos/zellepay/JME.png","","https://www.amerfirst.org/products/digital-services/zelle"
"American First National Bank","American First National Bank","American First National Bank Zelle 2YB A","true","true","https://www.afnb.com/services/zelle","Active","https://enroll.zellepay.com/logos/zellepay/2YB.png","","https://www.afnb.com/services/zelle"
"American Nation Bank","American Nation Bank","American Nation Bank Zelle JQ0 A","true","true","https://bankanb.cms.banno-staging.com/zelle","Active","https://enroll.zellepay.com/logos/zellepay/JQ0.png","","https://bankanb.cms.banno-staging.com/zelle"
"American National Bank & Trust","American National Bank & Trust","American National Bank & Trust Zelle 0T4 A","true","true","https://amnat.com/personal/digital-banking-zelle-payments","Active","https://enroll.zellepay.com/logos/zellepay/0T4.png","","https://amnat.com/personal/digital-banking-zelle-payments"
"American National Bank of MN","American National Bank of MN","American National Bank of MN Zelle 2FX A","true","true","https://www.onlinebanktours.com/mobile/?b=1332&c=127760","Active","https://enroll.zellepay.com/logos/zellepay/2FX.png","","https://www.onlinebanktours.com/mobile/?b=1332&c=127760"
"American National Bank of TX","American National Bank of TX","American National Bank of TX Zelle 2PI A","true","true","https://anbtx.com/zelle","Active","https://enroll.zellepay.com/logos/zellepay/2PI.png","","https://anbtx.com/zelle"
"American Partners FCU","American Partners FCU","American Partners FCU Zelle 32E A","true","true","https://apfcu.com/e-services/zelle","Active","https://enroll.zellepay.com/logos/zellepay/32E.png","","https://apfcu.com/e-services/zelle"
"American Plus Bank, N.A.","American Plus Bank, N.A.","American Plus Bank, N.A. Zelle 3L7 A","true","true","https://bankaplus.com/Zelle.aspx","Active","https://enroll.zellepay.com/logos/zellepay/3L7.png","","https://bankaplus.com/Zelle.aspx"
"American Riviera Bank","American Riviera Bank","American Riviera Bank Zelle 0S8 A","true","true","https://americanriviera.bank/product/zelle","Active","https://enroll.zellepay.com/logos/zellepay/0S8.png","","https://americanriviera.bank/product/zelle"
"American Savings Bank","American Savings Bank","American Savings Bank Zelle 2UD A","true","true","https://www.asbhawaii.com/online-banking/zelle","Active","https://enroll.zellepay.com/logos/zellepay/2UD.png","","https://www.asbhawaii.com/online-banking/zelle"
"American Southwest","American Southwest","American Southwest Zelle 0U9 A","true","true","https://ascu.org/zelle","Active","https://enroll.zellepay.com/logos/zellepay/0U9.png","","https://ascu.org/zelle"
"American State Bank","American State Bank","American State Bank Zelle JIC A","true","true","https://www.paymentsemails.com/ZelleOverview?jhid=2273&showVideo=1","Active","https://enroll.zellepay.com/logos/zellepay/JIC.png","","https://www.paymentsemails.com/ZelleOverview?jhid=2273&showVideo=1"
"American State Bank and Trust","American State Bank and Trust","American State Bank and Trust Zelle 27A A","true","true","https://asbt.bank/personal/zelle-","Active","https://enroll.zellepay.com/logos/zellepay/27A.png","","https://asbt.bank/personal/zelle-"
"American United FCU","American United FCU","American United FCU Zelle 0IP A","true","true","https://www.amucu.org/zelle","Active","https://enroll.zellepay.com/logos/zellepay/0IP.png","","https://www.amucu.org/zelle"
"Americas Christian CU","Americas Christian CU","Americas Christian CU Zelle 3R2 A","true","true","https://www.americaschristiancu.com/zelle","Active","https://enroll.zellepay.com/logos/zellepay/3R2.png","","https://www.americaschristiancu.com/zelle"
"Ameriprise Bank","Ameriprise Bank","Ameriprise Bank Zelle 0T8 A","true","true","https://ameriprise.com/zelle","Active","https://enroll.zellepay.com/logos/zellepay/0T8.png","","https://ameriprise.com/zelle"
"Ameris Bank","Ameris Bank","Ameris Bank Zelle 0GB A","true","true","https://www.amerisbank.com/zelle","Active","https://enroll.zellepay.com/logos/zellepay/0GB.png","","https://www.amerisbank.com/zelle"
"AmeriServ Financial Bank","AmeriServ Financial Bank","AmeriServ Financial Bank Zelle 0T2 A","true","true","https://www.ameriserv.com/","Active","https://enroll.zellepay.com/logos/zellepay/0T2.png","","https://www.ameriserv.com/"
"AmeriState Bank","AmeriState Bank","AmeriState Bank Zelle JMS A","true","true","https://www.ameristatebank.com/zelle","Active","https://enroll.zellepay.com/logos/zellepay/JMS.png","","https://www.ameristatebank.com/zelle"
"AMG National Trust Bank","AMG National Trust Bank","AMG National Trust Bank Zelle 0FK A","true","true","https://www.amgnational.com/zelle","Active","https://enroll.zellepay.com/logos/zellepay/0FK.png","","https://www.amgnational.com/zelle"
"Amoco Federal Credit Union","Amoco Federal Credit Union","Amoco Federal Credit Union Zelle 0H5 A","true","true","https://www.amocofcu.org/zelle","Active","https://enroll.zellepay.com/logos/zellepay/0H5.png","","https://www.amocofcu.org/zelle"
"ANB Bank","ANB Bank","ANB Bank Zelle 3K9 A","true","true","https://www.anbbank.com/zelle","Active","https://enroll.zellepay.com/logos/zellepay/3K9.png","","https://www.anbbank.com/zelle"
"Anchor Bank","Anchor Bank","Anchor Bank Zelle 0FF A","true","true","https://www.anchorbank.com/zelle","Active","https://enroll.zellepay.com/logos/zellepay/0FF.png","","https://www.anchorbank.com/zelle"
"Ancorum Credit Union","Ancorum Credit Union","Ancorum Credit Union Zelle JOU A","true","true","https://www.fivecounty.com/zelle","Active","https://enroll.zellepay.com/logos/zellepay/JOU.png","","https://www.fivecounty.com/zelle"
